"Index","Trigger","Hits","Misses","False","Correct","Hit.Rate","False.Alarm.Ratio","Month_of_issue","District","Category"
"SPI ON",0,3,0,24,1,1,0.888888888888889,"05","Chibuto","Severo"
"SPI ON",0.06,3,0,23,2,1,0.884615384615385,"05","Chibuto","Severo"
"SPI ON",0.07,3,0,22,3,1,0.88,"05","Chibuto","Severo"
"SPI ON",0.08,3,0,21,4,1,0.875,"05","Chibuto","Severo"
"SPI ON",0.1,3,0,18,7,1,0.857142857142857,"05","Chibuto","Severo"
"SPI ON",0.12,3,0,17,8,1,0.85,"05","Chibuto","Severo"
"SPI ON",0.13,3,0,16,9,1,0.842105263157895,"05","Chibuto","Severo"
"SPI ON",0.14,2,1,14,11,0.666666666666667,0.875,"05","Chibuto","Severo"
"SPI ON",0.15,2,1,12,13,0.666666666666667,0.857142857142857,"05","Chibuto","Severo"
"SPI ON",0.16,2,1,9,16,0.666666666666667,0.818181818181818,"05","Chibuto","Severo"
"SPI ON",0.18,2,1,8,17,0.666666666666667,0.8,"05","Chibuto","Severo"
"SPI ON",0.19,2,1,7,18,0.666666666666667,0.777777777777778,"05","Chibuto","Severo"
"SPI ON",0.2,2,1,4,21,0.666666666666667,0.666666666666667,"05","Chibuto","Severo"
"SPI ON",0.21,2,1,3,22,0.666666666666667,0.6,"05","Chibuto","Severo"
"SPI ON",0.22,1,2,3,22,0.333333333333333,0.75,"05","Chibuto","Severo"
"SPI ON",0.25,0,3,2,23,0,1,"05","Chibuto","Severo"
"SPI ON",0.26,0,3,1,24,0,1,"05","Chibuto","Severo"
"SPI ON",0.27,0,3,0,25,0,NA,"05","Chibuto","Severo"
"SPI ON",0.02,5,0,22,1,1,0.814814814814815,"05","Chibuto","Moderado"
"SPI ON",0.08,5,0,21,2,1,0.807692307692308,"05","Chibuto","Moderado"
"SPI ON",0.1,5,0,19,4,1,0.791666666666667,"05","Chibuto","Moderado"
"SPI ON",0.11,5,0,18,5,1,0.782608695652174,"05","Chibuto","Moderado"
"SPI ON",0.12,5,0,17,6,1,0.772727272727273,"05","Chibuto","Moderado"
"SPI ON",0.16,5,0,14,9,1,0.736842105263158,"05","Chibuto","Moderado"
"SPI ON",0.17,4,1,13,10,0.8,0.764705882352941,"05","Chibuto","Moderado"
"SPI ON",0.18,4,1,12,11,0.8,0.75,"05","Chibuto","Moderado"
"SPI ON",0.19,4,1,11,12,0.8,0.733333333333333,"05","Chibuto","Moderado"
"SPI ON",0.2,4,1,9,14,0.8,0.692307692307692,"05","Chibuto","Moderado"
"SPI ON",0.22,4,1,4,19,0.8,0.5,"05","Chibuto","Moderado"
"SPI ON",0.26,3,2,4,19,0.6,0.571428571428571,"05","Chibuto","Moderado"
"SPI ON",0.27,3,2,3,20,0.6,0.5,"05","Chibuto","Moderado"
"SPI ON",0.3,2,3,1,22,0.4,0.333333333333333,"05","Chibuto","Moderado"
"SPI ON",0.31,2,3,0,23,0.4,0,"05","Chibuto","Moderado"
"SPI ON",0.32,0,5,0,23,0,NA,"05","Chibuto","Moderado"
"SPI ON",0.04,5,0,22,1,1,0.814814814814815,"05","Chibuto","Leve"
"SPI ON",0.09,5,0,21,2,1,0.807692307692308,"05","Chibuto","Leve"
"SPI ON",0.12,5,0,20,3,1,0.8,"05","Chibuto","Leve"
"SPI ON",0.14,5,0,18,5,1,0.782608695652174,"05","Chibuto","Leve"
"SPI ON",0.17,5,0,17,6,1,0.772727272727273,"05","Chibuto","Leve"
"SPI ON",0.18,5,0,16,7,1,0.761904761904762,"05","Chibuto","Leve"
"SPI ON",0.19,4,1,16,7,0.8,0.8,"05","Chibuto","Leve"
"SPI ON",0.2,4,1,15,8,0.8,0.789473684210526,"05","Chibuto","Leve"
"SPI ON",0.21,4,1,13,10,0.8,0.764705882352941,"05","Chibuto","Leve"
"SPI ON",0.22,4,1,12,11,0.8,0.75,"05","Chibuto","Leve"
"SPI ON",0.23,4,1,10,13,0.8,0.714285714285714,"05","Chibuto","Leve"
"SPI ON",0.26,4,1,9,14,0.8,0.692307692307692,"05","Chibuto","Leve"
"SPI ON",0.28,4,1,8,15,0.8,0.666666666666667,"05","Chibuto","Leve"
"SPI ON",0.29,4,1,7,16,0.8,0.636363636363636,"05","Chibuto","Leve"
"SPI ON",0.32,4,1,3,20,0.8,0.428571428571429,"05","Chibuto","Leve"
"SPI ON",0.34,4,1,2,21,0.8,0.333333333333333,"05","Chibuto","Leve"
"SPI ON",0.36,3,2,1,22,0.6,0.25,"05","Chibuto","Leve"
"SPI ON",0.38,1,4,1,22,0.2,0.5,"05","Chibuto","Leve"
"SPI ON",0.41,1,4,0,23,0.2,0,"05","Chibuto","Leve"
"SPI ON",0.42,0,5,0,23,0,NA,"05","Chibuto","Leve"
"SPI ON",0.04,3,0,23,2,1,0.884615384615385,"06","Chibuto","Severo"
"SPI ON",0.06,3,0,21,4,1,0.875,"06","Chibuto","Severo"
"SPI ON",0.07,2,1,20,5,0.666666666666667,0.909090909090909,"06","Chibuto","Severo"
"SPI ON",0.1,2,1,17,8,0.666666666666667,0.894736842105263,"06","Chibuto","Severo"
"SPI ON",0.11,2,1,16,9,0.666666666666667,0.888888888888889,"06","Chibuto","Severo"
"SPI ON",0.12,2,1,14,11,0.666666666666667,0.875,"06","Chibuto","Severo"
"SPI ON",0.14,2,1,13,12,0.666666666666667,0.866666666666667,"06","Chibuto","Severo"
"SPI ON",0.15,2,1,11,14,0.666666666666667,0.846153846153846,"06","Chibuto","Severo"
"SPI ON",0.16,1,2,10,15,0.333333333333333,0.909090909090909,"06","Chibuto","Severo"
"SPI ON",0.17,1,2,8,17,0.333333333333333,0.888888888888889,"06","Chibuto","Severo"
"SPI ON",0.18,1,2,5,20,0.333333333333333,0.833333333333333,"06","Chibuto","Severo"
"SPI ON",0.21,1,2,4,21,0.333333333333333,0.8,"06","Chibuto","Severo"
"SPI ON",0.24,1,2,2,23,0.333333333333333,0.666666666666667,"06","Chibuto","Severo"
"SPI ON",0.26,1,2,1,24,0.333333333333333,0.5,"06","Chibuto","Severo"
"SPI ON",0.28,1,2,0,25,0.333333333333333,0,"06","Chibuto","Severo"
"SPI ON",0.3,0,3,0,25,0,NA,"06","Chibuto","Severo"
"SPI ND",0.03,5,1,21,1,0.833333333333333,0.807692307692308,"06","Chibuto","Severo"
"SPI ND",0.07,5,1,20,2,0.833333333333333,0.8,"06","Chibuto","Severo"
"SPI ND",0.09,5,1,17,5,0.833333333333333,0.772727272727273,"06","Chibuto","Severo"
"SPI ND",0.1,5,1,16,6,0.833333333333333,0.761904761904762,"06","Chibuto","Severo"
"SPI ND",0.11,5,1,15,7,0.833333333333333,0.75,"06","Chibuto","Severo"
"SPI ND",0.12,5,1,14,8,0.833333333333333,0.736842105263158,"06","Chibuto","Severo"
"SPI ND",0.13,5,1,13,9,0.833333333333333,0.722222222222222,"06","Chibuto","Severo"
"SPI ND",0.15,5,1,12,10,0.833333333333333,0.705882352941177,"06","Chibuto","Severo"
"SPI ND",0.16,4,2,9,13,0.666666666666667,0.692307692307692,"06","Chibuto","Severo"
"SPI ND",0.17,3,3,9,13,0.5,0.75,"06","Chibuto","Severo"
"SPI ND",0.18,2,4,7,15,0.333333333333333,0.777777777777778,"06","Chibuto","Severo"
"SPI ND",0.2,2,4,4,18,0.333333333333333,0.666666666666667,"06","Chibuto","Severo"
"SPI ND",0.22,2,4,3,19,0.333333333333333,0.6,"06","Chibuto","Severo"
"SPI ND",0.23,2,4,1,21,0.333333333333333,0.333333333333333,"06","Chibuto","Severo"
"SPI ND",0.27,1,5,1,21,0.166666666666667,0.5,"06","Chibuto","Severo"
"SPI ND",0.28,0,6,1,21,0,1,"06","Chibuto","Severo"
"SPI ND",0.31,0,6,0,22,0,NA,"06","Chibuto","Severo"
"SPI OND",0.01,5,0,22,1,1,0.814814814814815,"06","Chibuto","Severo"
"SPI OND",0.03,5,0,20,3,1,0.8,"06","Chibuto","Severo"
"SPI OND",0.05,5,0,19,4,1,0.791666666666667,"06","Chibuto","Severo"
"SPI OND",0.09,5,0,18,5,1,0.782608695652174,"06","Chibuto","Severo"
"SPI OND",0.1,5,0,16,7,1,0.761904761904762,"06","Chibuto","Severo"
"SPI OND",0.12,5,0,15,8,1,0.75,"06","Chibuto","Severo"
"SPI OND",0.13,4,1,15,8,0.8,0.789473684210526,"06","Chibuto","Severo"
"SPI OND",0.14,3,2,11,12,0.6,0.785714285714286,"06","Chibuto","Severo"
"SPI OND",0.16,3,2,8,15,0.6,0.727272727272727,"06","Chibuto","Severo"
"SPI OND",0.18,3,2,5,18,0.6,0.625,"06","Chibuto","Severo"
"SPI OND",0.2,2,3,5,18,0.4,0.714285714285714,"06","Chibuto","Severo"
"SPI OND",0.21,2,3,4,19,0.4,0.666666666666667,"06","Chibuto","Severo"
"SPI OND",0.25,2,3,3,20,0.4,0.6,"06","Chibuto","Severo"
"SPI OND",0.26,1,4,3,20,0.2,0.75,"06","Chibuto","Severo"
"SPI OND",0.28,0,5,3,20,0,1,"06","Chibuto","Severo"
"SPI OND",0.29,0,5,1,22,0,1,"06","Chibuto","Severo"
"SPI OND",0.35,0,5,0,23,0,NA,"06","Chibuto","Severo"
"SPI ON",0.05,5,0,22,1,1,0.814814814814815,"06","Chibuto","Moderado"
"SPI ON",0.09,5,0,21,2,1,0.807692307692308,"06","Chibuto","Moderado"
"SPI ON",0.1,4,1,21,2,0.8,0.84,"06","Chibuto","Moderado"
"SPI ON",0.12,4,1,20,3,0.8,0.833333333333333,"06","Chibuto","Moderado"
"SPI ON",0.13,4,1,18,5,0.8,0.818181818181818,"06","Chibuto","Moderado"
"SPI ON",0.15,4,1,15,8,0.8,0.789473684210526,"06","Chibuto","Moderado"
"SPI ON",0.16,4,1,14,9,0.8,0.777777777777778,"06","Chibuto","Moderado"
"SPI ON",0.18,4,1,11,12,0.8,0.733333333333333,"06","Chibuto","Moderado"
"SPI ON",0.2,4,1,8,15,0.8,0.666666666666667,"06","Chibuto","Moderado"
"SPI ON",0.21,3,2,6,17,0.6,0.666666666666667,"06","Chibuto","Moderado"
"SPI ON",0.22,1,4,5,18,0.2,0.833333333333333,"06","Chibuto","Moderado"
"SPI ON",0.24,1,4,4,19,0.2,0.8,"06","Chibuto","Moderado"
"SPI ON",0.26,1,4,3,20,0.2,0.75,"06","Chibuto","Moderado"
"SPI ON",0.29,1,4,2,21,0.2,0.666666666666667,"06","Chibuto","Moderado"
"SPI ON",0.3,1,4,1,22,0.2,0.5,"06","Chibuto","Moderado"
"SPI ON",0.33,1,4,0,23,0.2,0,"06","Chibuto","Moderado"
"SPI ON",0.34,0,5,0,23,0,NA,"06","Chibuto","Moderado"
"SPI ND",0.05,5,1,21,1,0.833333333333333,0.807692307692308,"06","Chibuto","Moderado"
"SPI ND",0.1,5,1,20,2,0.833333333333333,0.8,"06","Chibuto","Moderado"
"SPI ND",0.12,5,1,18,4,0.833333333333333,0.782608695652174,"06","Chibuto","Moderado"
"SPI ND",0.14,5,1,16,6,0.833333333333333,0.761904761904762,"06","Chibuto","Moderado"
"SPI ND",0.16,5,1,14,8,0.833333333333333,0.736842105263158,"06","Chibuto","Moderado"
"SPI ND",0.17,5,1,13,9,0.833333333333333,0.722222222222222,"06","Chibuto","Moderado"
"SPI ND",0.18,4,2,12,10,0.666666666666667,0.75,"06","Chibuto","Moderado"
"SPI ND",0.19,4,2,10,12,0.666666666666667,0.714285714285714,"06","Chibuto","Moderado"
"SPI ND",0.2,4,2,9,13,0.666666666666667,0.692307692307692,"06","Chibuto","Moderado"
"SPI ND",0.22,3,3,7,15,0.5,0.7,"06","Chibuto","Moderado"
"SPI ND",0.23,2,4,6,16,0.333333333333333,0.75,"06","Chibuto","Moderado"
"SPI ND",0.24,2,4,5,17,0.333333333333333,0.714285714285714,"06","Chibuto","Moderado"
"SPI ND",0.25,2,4,4,18,0.333333333333333,0.666666666666667,"06","Chibuto","Moderado"
"SPI ND",0.26,2,4,3,19,0.333333333333333,0.6,"06","Chibuto","Moderado"
"SPI ND",0.3,2,4,2,20,0.333333333333333,0.5,"06","Chibuto","Moderado"
"SPI ND",0.31,1,5,2,20,0.166666666666667,0.666666666666667,"06","Chibuto","Moderado"
"SPI ND",0.32,1,5,1,21,0.166666666666667,0.5,"06","Chibuto","Moderado"
"SPI ND",0.33,0,6,1,21,0,1,"06","Chibuto","Moderado"
"SPI ND",0.38,0,6,0,22,0,NA,"06","Chibuto","Moderado"
"SPI OND",0.04,5,0,22,1,1,0.814814814814815,"06","Chibuto","Moderado"
"SPI OND",0.06,5,0,21,2,1,0.807692307692308,"06","Chibuto","Moderado"
"SPI OND",0.07,5,0,20,3,1,0.8,"06","Chibuto","Moderado"
"SPI OND",0.11,5,0,19,4,1,0.791666666666667,"06","Chibuto","Moderado"
"SPI OND",0.12,5,0,17,6,1,0.772727272727273,"06","Chibuto","Moderado"
"SPI OND",0.14,4,1,15,8,0.8,0.789473684210526,"06","Chibuto","Moderado"
"SPI OND",0.16,4,1,13,10,0.8,0.764705882352941,"06","Chibuto","Moderado"
"SPI OND",0.17,4,1,12,11,0.8,0.75,"06","Chibuto","Moderado"
"SPI OND",0.18,3,2,10,13,0.6,0.769230769230769,"06","Chibuto","Moderado"
"SPI OND",0.19,3,2,8,15,0.6,0.727272727272727,"06","Chibuto","Moderado"
"SPI OND",0.2,3,2,6,17,0.6,0.666666666666667,"06","Chibuto","Moderado"
"SPI OND",0.22,3,2,4,19,0.6,0.571428571428571,"06","Chibuto","Moderado"
"SPI OND",0.26,2,3,4,19,0.4,0.666666666666667,"06","Chibuto","Moderado"
"SPI OND",0.29,0,5,4,19,0,1,"06","Chibuto","Moderado"
"SPI OND",0.3,0,5,3,20,0,1,"06","Chibuto","Moderado"
"SPI OND",0.31,0,5,1,22,0,1,"06","Chibuto","Moderado"
"SPI OND",0.38,0,5,0,23,0,NA,"06","Chibuto","Moderado"
"SPI ON",0.07,5,0,22,1,1,0.814814814814815,"06","Chibuto","Leve"
"SPI ON",0.16,4,1,20,3,0.8,0.833333333333333,"06","Chibuto","Leve"
"SPI ON",0.18,4,1,19,4,0.8,0.826086956521739,"06","Chibuto","Leve"
"SPI ON",0.2,4,1,16,7,0.8,0.8,"06","Chibuto","Leve"
"SPI ON",0.21,4,1,13,10,0.8,0.764705882352941,"06","Chibuto","Leve"
"SPI ON",0.22,4,1,10,13,0.8,0.714285714285714,"06","Chibuto","Leve"
"SPI ON",0.24,3,2,8,15,0.6,0.727272727272727,"06","Chibuto","Leve"
"SPI ON",0.25,3,2,7,16,0.6,0.7,"06","Chibuto","Leve"
"SPI ON",0.26,3,2,6,17,0.6,0.666666666666667,"06","Chibuto","Leve"
"SPI ON",0.28,3,2,4,19,0.6,0.571428571428571,"06","Chibuto","Leve"
"SPI ON",0.3,3,2,3,20,0.6,0.5,"06","Chibuto","Leve"
"SPI ON",0.31,2,3,3,20,0.4,0.6,"06","Chibuto","Leve"
"SPI ON",0.34,1,4,2,21,0.2,0.666666666666667,"06","Chibuto","Leve"
"SPI ON",0.36,1,4,1,22,0.2,0.5,"06","Chibuto","Leve"
"SPI ON",0.38,0,5,0,23,0,NA,"06","Chibuto","Leve"
"SPI ND",0.1,7,1,19,1,0.875,0.730769230769231,"06","Chibuto","Leve"
"SPI ND",0.15,7,1,18,2,0.875,0.72,"06","Chibuto","Leve"
"SPI ND",0.17,7,1,16,4,0.875,0.695652173913043,"06","Chibuto","Leve"
"SPI ND",0.18,7,1,15,5,0.875,0.681818181818182,"06","Chibuto","Leve"
"SPI ND",0.2,7,1,14,6,0.875,0.666666666666667,"06","Chibuto","Leve"
"SPI ND",0.21,7,1,10,10,0.875,0.588235294117647,"06","Chibuto","Leve"
"SPI ND",0.22,6,2,9,11,0.75,0.6,"06","Chibuto","Leve"
"SPI ND",0.23,6,2,8,12,0.75,0.571428571428571,"06","Chibuto","Leve"
"SPI ND",0.25,6,2,6,14,0.75,0.5,"06","Chibuto","Leve"
"SPI ND",0.26,5,3,5,15,0.625,0.5,"06","Chibuto","Leve"
"SPI ND",0.28,5,3,3,17,0.625,0.375,"06","Chibuto","Leve"
"SPI ND",0.3,4,4,2,18,0.5,0.333333333333333,"06","Chibuto","Leve"
"SPI ND",0.31,3,5,2,18,0.375,0.4,"06","Chibuto","Leve"
"SPI ND",0.32,2,6,2,18,0.25,0.5,"06","Chibuto","Leve"
"SPI ND",0.34,1,7,2,18,0.125,0.666666666666667,"06","Chibuto","Leve"
"SPI ND",0.35,0,8,2,18,0,1,"06","Chibuto","Leve"
"SPI ND",0.36,0,8,1,19,0,1,"06","Chibuto","Leve"
"SPI ND",0.42,0,8,0,20,0,NA,"06","Chibuto","Leve"
"SPI OND",0.07,6,0,21,1,1,0.777777777777778,"06","Chibuto","Leve"
"SPI OND",0.08,6,0,20,2,1,0.769230769230769,"06","Chibuto","Leve"
"SPI OND",0.13,6,0,19,3,1,0.76,"06","Chibuto","Leve"
"SPI OND",0.17,6,0,17,5,1,0.739130434782609,"06","Chibuto","Leve"
"SPI OND",0.18,6,0,16,6,1,0.727272727272727,"06","Chibuto","Leve"
"SPI OND",0.19,6,0,15,7,1,0.714285714285714,"06","Chibuto","Leve"
"SPI OND",0.21,6,0,12,10,1,0.666666666666667,"06","Chibuto","Leve"
"SPI OND",0.22,4,2,11,11,0.666666666666667,0.733333333333333,"06","Chibuto","Leve"
"SPI OND",0.23,4,2,8,14,0.666666666666667,0.666666666666667,"06","Chibuto","Leve"
"SPI OND",0.24,4,2,4,18,0.666666666666667,0.5,"06","Chibuto","Leve"
"SPI OND",0.26,4,2,3,19,0.666666666666667,0.428571428571429,"06","Chibuto","Leve"
"SPI OND",0.34,3,3,3,19,0.5,0.5,"06","Chibuto","Leve"
"SPI OND",0.35,0,6,1,21,0,1,"06","Chibuto","Leve"
"SPI OND",0.42,0,6,0,22,0,NA,"06","Chibuto","Leve"
"SPI ON",0.04,2,1,23,2,0.666666666666667,0.92,"07","Chibuto","Severo"
"SPI ON",0.08,2,1,22,3,0.666666666666667,0.916666666666667,"07","Chibuto","Severo"
"SPI ON",0.09,2,1,20,5,0.666666666666667,0.909090909090909,"07","Chibuto","Severo"
"SPI ON",0.1,2,1,17,8,0.666666666666667,0.894736842105263,"07","Chibuto","Severo"
"SPI ON",0.11,2,1,16,9,0.666666666666667,0.888888888888889,"07","Chibuto","Severo"
"SPI ON",0.12,2,1,15,10,0.666666666666667,0.882352941176471,"07","Chibuto","Severo"
"SPI ON",0.14,1,2,13,12,0.333333333333333,0.928571428571429,"07","Chibuto","Severo"
"SPI ON",0.17,1,2,12,13,0.333333333333333,0.923076923076923,"07","Chibuto","Severo"
"SPI ON",0.18,1,2,10,15,0.333333333333333,0.909090909090909,"07","Chibuto","Severo"
"SPI ON",0.19,0,3,9,16,0,1,"07","Chibuto","Severo"
"SPI ON",0.2,0,3,7,18,0,1,"07","Chibuto","Severo"
"SPI ON",0.21,0,3,5,20,0,1,"07","Chibuto","Severo"
"SPI ON",0.22,0,3,4,21,0,1,"07","Chibuto","Severo"
"SPI ON",0.23,0,3,3,22,0,1,"07","Chibuto","Severo"
"SPI ON",0.24,0,3,2,23,0,1,"07","Chibuto","Severo"
"SPI ON",0.26,0,3,1,24,0,1,"07","Chibuto","Severo"
"SPI ON",0.34,0,3,0,25,0,NA,"07","Chibuto","Severo"
"SPI ND",0.04,6,0,20,2,1,0.769230769230769,"07","Chibuto","Severo"
"SPI ND",0.06,6,0,19,3,1,0.76,"07","Chibuto","Severo"
"SPI ND",0.07,6,0,18,4,1,0.75,"07","Chibuto","Severo"
"SPI ND",0.08,6,0,17,5,1,0.739130434782609,"07","Chibuto","Severo"
"SPI ND",0.11,6,0,15,7,1,0.714285714285714,"07","Chibuto","Severo"
"SPI ND",0.12,6,0,11,11,1,0.647058823529412,"07","Chibuto","Severo"
"SPI ND",0.13,5,1,11,11,0.833333333333333,0.6875,"07","Chibuto","Severo"
"SPI ND",0.14,5,1,9,13,0.833333333333333,0.642857142857143,"07","Chibuto","Severo"
"SPI ND",0.16,5,1,8,14,0.833333333333333,0.615384615384615,"07","Chibuto","Severo"
"SPI ND",0.17,4,2,7,15,0.666666666666667,0.636363636363636,"07","Chibuto","Severo"
"SPI ND",0.18,2,4,6,16,0.333333333333333,0.75,"07","Chibuto","Severo"
"SPI ND",0.2,2,4,5,17,0.333333333333333,0.714285714285714,"07","Chibuto","Severo"
"SPI ND",0.22,2,4,4,18,0.333333333333333,0.666666666666667,"07","Chibuto","Severo"
"SPI ND",0.24,1,5,3,19,0.166666666666667,0.75,"07","Chibuto","Severo"
"SPI ND",0.26,1,5,2,20,0.166666666666667,0.666666666666667,"07","Chibuto","Severo"
"SPI ND",0.28,1,5,0,22,0.166666666666667,0,"07","Chibuto","Severo"
"SPI ND",0.36,0,6,0,22,0,NA,"07","Chibuto","Severo"
"SPI DJ",0,4,0,23,1,1,0.851851851851852,"07","Chibuto","Severo"
"SPI DJ",0.03,4,0,22,2,1,0.846153846153846,"07","Chibuto","Severo"
"SPI DJ",0.04,4,0,20,4,1,0.833333333333333,"07","Chibuto","Severo"
"SPI DJ",0.07,4,0,19,5,1,0.826086956521739,"07","Chibuto","Severo"
"SPI DJ",0.09,4,0,18,6,1,0.818181818181818,"07","Chibuto","Severo"
"SPI DJ",0.11,4,0,16,8,1,0.8,"07","Chibuto","Severo"
"SPI DJ",0.12,3,1,15,9,0.75,0.833333333333333,"07","Chibuto","Severo"
"SPI DJ",0.14,3,1,14,10,0.75,0.823529411764706,"07","Chibuto","Severo"
"SPI DJ",0.15,3,1,13,11,0.75,0.8125,"07","Chibuto","Severo"
"SPI DJ",0.16,3,1,11,13,0.75,0.785714285714286,"07","Chibuto","Severo"
"SPI DJ",0.18,3,1,9,15,0.75,0.75,"07","Chibuto","Severo"
"SPI DJ",0.19,3,1,8,16,0.75,0.727272727272727,"07","Chibuto","Severo"
"SPI DJ",0.21,3,1,5,19,0.75,0.625,"07","Chibuto","Severo"
"SPI DJ",0.22,3,1,4,20,0.75,0.571428571428571,"07","Chibuto","Severo"
"SPI DJ",0.23,2,2,3,21,0.5,0.6,"07","Chibuto","Severo"
"SPI DJ",0.24,2,2,2,22,0.5,0.5,"07","Chibuto","Severo"
"SPI DJ",0.26,1,3,2,22,0.25,0.666666666666667,"07","Chibuto","Severo"
"SPI DJ",0.3,0,4,1,23,0,1,"07","Chibuto","Severo"
"SPI DJ",0.4,0,4,0,24,0,NA,"07","Chibuto","Severo"
"SPI OND",0.01,5,0,22,1,1,0.814814814814815,"07","Chibuto","Severo"
"SPI OND",0.05,5,0,21,2,1,0.807692307692308,"07","Chibuto","Severo"
"SPI OND",0.06,5,0,20,3,1,0.8,"07","Chibuto","Severo"
"SPI OND",0.07,5,0,19,4,1,0.791666666666667,"07","Chibuto","Severo"
"SPI OND",0.08,5,0,17,6,1,0.772727272727273,"07","Chibuto","Severo"
"SPI OND",0.09,5,0,14,9,1,0.736842105263158,"07","Chibuto","Severo"
"SPI OND",0.11,5,0,13,10,1,0.722222222222222,"07","Chibuto","Severo"
"SPI OND",0.12,5,0,12,11,1,0.705882352941177,"07","Chibuto","Severo"
"SPI OND",0.13,5,0,11,12,1,0.6875,"07","Chibuto","Severo"
"SPI OND",0.14,5,0,10,13,1,0.666666666666667,"07","Chibuto","Severo"
"SPI OND",0.16,5,0,7,16,1,0.583333333333333,"07","Chibuto","Severo"
"SPI OND",0.18,5,0,6,17,1,0.545454545454545,"07","Chibuto","Severo"
"SPI OND",0.19,4,1,5,18,0.8,0.555555555555556,"07","Chibuto","Severo"
"SPI OND",0.2,3,2,5,18,0.6,0.625,"07","Chibuto","Severo"
"SPI OND",0.21,3,2,2,21,0.6,0.4,"07","Chibuto","Severo"
"SPI OND",0.22,2,3,2,21,0.4,0.5,"07","Chibuto","Severo"
"SPI OND",0.26,2,3,1,22,0.4,0.333333333333333,"07","Chibuto","Severo"
"SPI OND",0.3,2,3,0,23,0.4,0,"07","Chibuto","Severo"
"SPI OND",0.31,1,4,0,23,0.2,0,"07","Chibuto","Severo"
"SPI OND",0.33,0,5,0,23,0,NA,"07","Chibuto","Severo"
"SPI NDJ",0,2,0,25,1,1,0.925925925925926,"07","Chibuto","Severo"
"SPI NDJ",0.03,2,0,24,2,1,0.923076923076923,"07","Chibuto","Severo"
"SPI NDJ",0.04,2,0,23,3,1,0.92,"07","Chibuto","Severo"
"SPI NDJ",0.06,2,0,21,5,1,0.91304347826087,"07","Chibuto","Severo"
"SPI NDJ",0.07,2,0,19,7,1,0.904761904761905,"07","Chibuto","Severo"
"SPI NDJ",0.09,2,0,17,9,1,0.894736842105263,"07","Chibuto","Severo"
"SPI NDJ",0.1,2,0,16,10,1,0.888888888888889,"07","Chibuto","Severo"
"SPI NDJ",0.11,2,0,15,11,1,0.882352941176471,"07","Chibuto","Severo"
"SPI NDJ",0.12,2,0,13,13,1,0.866666666666667,"07","Chibuto","Severo"
"SPI NDJ",0.15,2,0,12,14,1,0.857142857142857,"07","Chibuto","Severo"
"SPI NDJ",0.16,1,1,12,14,0.5,0.923076923076923,"07","Chibuto","Severo"
"SPI NDJ",0.17,1,1,10,16,0.5,0.909090909090909,"07","Chibuto","Severo"
"SPI NDJ",0.18,1,1,8,18,0.5,0.888888888888889,"07","Chibuto","Severo"
"SPI NDJ",0.2,1,1,7,19,0.5,0.875,"07","Chibuto","Severo"
"SPI NDJ",0.22,1,1,6,20,0.5,0.857142857142857,"07","Chibuto","Severo"
"SPI NDJ",0.25,1,1,4,22,0.5,0.8,"07","Chibuto","Severo"
"SPI NDJ",0.26,1,1,3,23,0.5,0.75,"07","Chibuto","Severo"
"SPI NDJ",0.27,1,1,2,24,0.5,0.666666666666667,"07","Chibuto","Severo"
"SPI NDJ",0.28,1,1,1,25,0.5,0.5,"07","Chibuto","Severo"
"SPI NDJ",0.3,0,2,0,26,0,NA,"07","Chibuto","Severo"
"SPI ON",0.06,4,1,21,2,0.8,0.84,"07","Chibuto","Moderado"
"SPI ON",0.1,4,1,20,3,0.8,0.833333333333333,"07","Chibuto","Moderado"
"SPI ON",0.12,4,1,18,5,0.8,0.818181818181818,"07","Chibuto","Moderado"
"SPI ON",0.14,4,1,16,7,0.8,0.8,"07","Chibuto","Moderado"
"SPI ON",0.15,4,1,15,8,0.8,0.789473684210526,"07","Chibuto","Moderado"
"SPI ON",0.16,4,1,12,11,0.8,0.75,"07","Chibuto","Moderado"
"SPI ON",0.18,3,2,12,11,0.6,0.8,"07","Chibuto","Moderado"
"SPI ON",0.2,3,2,11,12,0.6,0.785714285714286,"07","Chibuto","Moderado"
"SPI ON",0.22,3,2,9,14,0.6,0.75,"07","Chibuto","Moderado"
"SPI ON",0.24,2,3,8,15,0.4,0.8,"07","Chibuto","Moderado"
"SPI ON",0.25,1,4,7,16,0.2,0.875,"07","Chibuto","Moderado"
"SPI ON",0.26,1,4,6,17,0.2,0.857142857142857,"07","Chibuto","Moderado"
"SPI ON",0.28,1,4,2,21,0.2,0.666666666666667,"07","Chibuto","Moderado"
"SPI ON",0.3,0,5,2,21,0,1,"07","Chibuto","Moderado"
"SPI ON",0.31,0,5,1,22,0,1,"07","Chibuto","Moderado"
"SPI ON",0.38,0,5,0,23,0,NA,"07","Chibuto","Moderado"
"SPI ND",0.04,6,0,21,1,1,0.777777777777778,"07","Chibuto","Moderado"
"SPI ND",0.06,6,0,20,2,1,0.769230769230769,"07","Chibuto","Moderado"
"SPI ND",0.09,6,0,19,3,1,0.76,"07","Chibuto","Moderado"
"SPI ND",0.1,6,0,18,4,1,0.75,"07","Chibuto","Moderado"
"SPI ND",0.12,6,0,17,5,1,0.739130434782609,"07","Chibuto","Moderado"
