"Index","Trigger","Hits","Misses","False","Correct","Hit.Rate","False.Alarm.Ratio","Month_of_issue","District","Category"
"SPI NDJ",0.3,3,3,5,17,0.5,0.625,"09","Chibuto","Leve"
"SPI NDJ",0.31,3,3,4,18,0.5,0.571428571428571,"09","Chibuto","Leve"
"SPI NDJ",0.32,2,4,3,19,0.333333333333333,0.6,"09","Chibuto","Leve"
"SPI NDJ",0.35,2,4,2,20,0.333333333333333,0.5,"09","Chibuto","Leve"
"SPI NDJ",0.36,1,5,1,21,0.166666666666667,0.5,"09","Chibuto","Leve"
"SPI NDJ",0.38,1,5,0,22,0.166666666666667,0,"09","Chibuto","Leve"
"SPI NDJ",0.59,0,6,0,22,0,NA,"09","Chibuto","Leve"
"SPI DJF",0.04,4,0,23,1,1,0.851851851851852,"09","Chibuto","Leve"
"SPI DJF",0.07,4,0,22,2,1,0.846153846153846,"09","Chibuto","Leve"
"SPI DJF",0.09,4,0,21,3,1,0.84,"09","Chibuto","Leve"
"SPI DJF",0.12,4,0,20,4,1,0.833333333333333,"09","Chibuto","Leve"
"SPI DJF",0.14,4,0,19,5,1,0.826086956521739,"09","Chibuto","Leve"
"SPI DJF",0.16,3,1,17,7,0.75,0.85,"09","Chibuto","Leve"
"SPI DJF",0.17,3,1,16,8,0.75,0.842105263157895,"09","Chibuto","Leve"
"SPI DJF",0.18,3,1,15,9,0.75,0.833333333333333,"09","Chibuto","Leve"
"SPI DJF",0.21,3,1,14,10,0.75,0.823529411764706,"09","Chibuto","Leve"
"SPI DJF",0.22,3,1,11,13,0.75,0.785714285714286,"09","Chibuto","Leve"
"SPI DJF",0.24,2,2,11,13,0.5,0.846153846153846,"09","Chibuto","Leve"
"SPI DJF",0.25,2,2,9,15,0.5,0.818181818181818,"09","Chibuto","Leve"
"SPI DJF",0.26,2,2,8,16,0.5,0.8,"09","Chibuto","Leve"
"SPI DJF",0.28,2,2,7,17,0.5,0.777777777777778,"09","Chibuto","Leve"
"SPI DJF",0.32,2,2,6,18,0.5,0.75,"09","Chibuto","Leve"
"SPI DJF",0.34,2,2,5,19,0.5,0.714285714285714,"09","Chibuto","Leve"
"SPI DJF",0.36,2,2,4,20,0.5,0.666666666666667,"09","Chibuto","Leve"
"SPI DJF",0.37,2,2,3,21,0.5,0.6,"09","Chibuto","Leve"
"SPI DJF",0.4,2,2,1,23,0.5,0.333333333333333,"09","Chibuto","Leve"
"SPI DJF",0.41,1,3,1,23,0.25,0.5,"09","Chibuto","Leve"
"SPI DJF",0.46,1,3,0,24,0.25,0,"09","Chibuto","Leve"
"SPI DJF",0.65,0,4,0,24,0,NA,"09","Chibuto","Leve"
"SPI JFM",0.04,5,0,21,2,1,0.807692307692308,"09","Chibuto","Leve"
"SPI JFM",0.07,4,1,21,2,0.8,0.84,"09","Chibuto","Leve"
"SPI JFM",0.12,4,1,20,3,0.8,0.833333333333333,"09","Chibuto","Leve"
"SPI JFM",0.15,4,1,19,4,0.8,0.826086956521739,"09","Chibuto","Leve"
"SPI JFM",0.16,4,1,18,5,0.8,0.818181818181818,"09","Chibuto","Leve"
"SPI JFM",0.17,4,1,17,6,0.8,0.80952380952381,"09","Chibuto","Leve"
"SPI JFM",0.18,4,1,15,8,0.8,0.789473684210526,"09","Chibuto","Leve"
"SPI JFM",0.2,4,1,14,9,0.8,0.777777777777778,"09","Chibuto","Leve"
"SPI JFM",0.21,4,1,12,11,0.8,0.75,"09","Chibuto","Leve"
"SPI JFM",0.23,3,2,11,12,0.6,0.785714285714286,"09","Chibuto","Leve"
"SPI JFM",0.24,3,2,9,14,0.6,0.75,"09","Chibuto","Leve"
"SPI JFM",0.25,2,3,9,14,0.4,0.818181818181818,"09","Chibuto","Leve"
"SPI JFM",0.26,1,4,9,14,0.2,0.9,"09","Chibuto","Leve"
"SPI JFM",0.27,1,4,8,15,0.2,0.888888888888889,"09","Chibuto","Leve"
"SPI JFM",0.29,1,4,7,16,0.2,0.875,"09","Chibuto","Leve"
"SPI JFM",0.3,1,4,6,17,0.2,0.857142857142857,"09","Chibuto","Leve"
"SPI JFM",0.33,1,4,5,18,0.2,0.833333333333333,"09","Chibuto","Leve"
"SPI JFM",0.34,1,4,4,19,0.2,0.8,"09","Chibuto","Leve"
"SPI JFM",0.39,1,4,3,20,0.2,0.75,"09","Chibuto","Leve"
"SPI JFM",0.41,1,4,2,21,0.2,0.666666666666667,"09","Chibuto","Leve"
"SPI JFM",0.43,1,4,1,22,0.2,0.5,"09","Chibuto","Leve"
"SPI JFM",0.59,0,5,1,22,0,1,"09","Chibuto","Leve"
"SPI JFM",0.62,0,5,0,23,0,NA,"09","Chibuto","Leve"
"SPI ON",0.03,3,0,23,2,1,0.884615384615385,"10","Chibuto","Severo"
"SPI ON",0.04,3,0,22,3,1,0.88,"10","Chibuto","Severo"
"SPI ON",0.06,3,0,20,5,1,0.869565217391304,"10","Chibuto","Severo"
"SPI ON",0.07,3,0,19,6,1,0.863636363636364,"10","Chibuto","Severo"
"SPI ON",0.08,2,1,15,10,0.666666666666667,0.882352941176471,"10","Chibuto","Severo"
"SPI ON",0.1,2,1,13,12,0.666666666666667,0.866666666666667,"10","Chibuto","Severo"
"SPI ON",0.11,2,1,12,13,0.666666666666667,0.857142857142857,"10","Chibuto","Severo"
"SPI ON",0.12,1,2,11,14,0.333333333333333,0.916666666666667,"10","Chibuto","Severo"
"SPI ON",0.14,1,2,10,15,0.333333333333333,0.909090909090909,"10","Chibuto","Severo"
"SPI ON",0.16,1,2,8,17,0.333333333333333,0.888888888888889,"10","Chibuto","Severo"
"SPI ON",0.19,1,2,7,18,0.333333333333333,0.875,"10","Chibuto","Severo"
"SPI ON",0.21,0,3,7,18,0,1,"10","Chibuto","Severo"
"SPI ON",0.22,0,3,6,19,0,1,"10","Chibuto","Severo"
"SPI ON",0.24,0,3,5,20,0,1,"10","Chibuto","Severo"
"SPI ON",0.29,0,3,3,22,0,1,"10","Chibuto","Severo"
"SPI ON",0.3,0,3,2,23,0,1,"10","Chibuto","Severo"
"SPI ON",0.32,0,3,1,24,0,1,"10","Chibuto","Severo"
"SPI ON",0.35,0,3,0,25,0,NA,"10","Chibuto","Severo"
"SPI ND",0,6,0,19,3,1,0.76,"10","Chibuto","Severo"
"SPI ND",0.01,6,0,18,4,1,0.75,"10","Chibuto","Severo"
"SPI ND",0.04,5,1,16,6,0.833333333333333,0.761904761904762,"10","Chibuto","Severo"
"SPI ND",0.08,4,2,13,9,0.666666666666667,0.764705882352941,"10","Chibuto","Severo"
"SPI ND",0.09,3,3,13,9,0.5,0.8125,"10","Chibuto","Severo"
"SPI ND",0.12,3,3,11,11,0.5,0.785714285714286,"10","Chibuto","Severo"
"SPI ND",0.17,3,3,10,12,0.5,0.769230769230769,"10","Chibuto","Severo"
"SPI ND",0.19,3,3,9,13,0.5,0.75,"10","Chibuto","Severo"
"SPI ND",0.2,2,4,8,14,0.333333333333333,0.8,"10","Chibuto","Severo"
"SPI ND",0.21,2,4,7,15,0.333333333333333,0.777777777777778,"10","Chibuto","Severo"
"SPI ND",0.22,2,4,5,17,0.333333333333333,0.714285714285714,"10","Chibuto","Severo"
"SPI ND",0.26,1,5,4,18,0.166666666666667,0.8,"10","Chibuto","Severo"
"SPI ND",0.29,1,5,3,19,0.166666666666667,0.75,"10","Chibuto","Severo"
"SPI ND",0.32,1,5,2,20,0.166666666666667,0.666666666666667,"10","Chibuto","Severo"
"SPI ND",0.41,0,6,0,22,0,NA,"10","Chibuto","Severo"
"SPI DJ",0,4,0,23,1,1,0.851851851851852,"10","Chibuto","Severo"
"SPI DJ",0.01,4,0,22,2,1,0.846153846153846,"10","Chibuto","Severo"
"SPI DJ",0.04,4,0,21,3,1,0.84,"10","Chibuto","Severo"
"SPI DJ",0.06,4,0,20,4,1,0.833333333333333,"10","Chibuto","Severo"
"SPI DJ",0.07,4,0,19,5,1,0.826086956521739,"10","Chibuto","Severo"
"SPI DJ",0.1,4,0,18,6,1,0.818181818181818,"10","Chibuto","Severo"
"SPI DJ",0.12,4,0,15,9,1,0.789473684210526,"10","Chibuto","Severo"
"SPI DJ",0.13,4,0,14,10,1,0.777777777777778,"10","Chibuto","Severo"
"SPI DJ",0.14,4,0,12,12,1,0.75,"10","Chibuto","Severo"
"SPI DJ",0.15,3,1,11,13,0.75,0.785714285714286,"10","Chibuto","Severo"
"SPI DJ",0.16,2,2,10,14,0.5,0.833333333333333,"10","Chibuto","Severo"
"SPI DJ",0.17,2,2,9,15,0.5,0.818181818181818,"10","Chibuto","Severo"
"SPI DJ",0.19,2,2,8,16,0.5,0.8,"10","Chibuto","Severo"
"SPI DJ",0.21,2,2,7,17,0.5,0.777777777777778,"10","Chibuto","Severo"
"SPI DJ",0.22,2,2,4,20,0.5,0.666666666666667,"10","Chibuto","Severo"
"SPI DJ",0.23,2,2,3,21,0.5,0.6,"10","Chibuto","Severo"
"SPI DJ",0.24,1,3,3,21,0.25,0.75,"10","Chibuto","Severo"
"SPI DJ",0.26,1,3,2,22,0.25,0.666666666666667,"10","Chibuto","Severo"
"SPI DJ",0.31,1,3,1,23,0.25,0.5,"10","Chibuto","Severo"
"SPI DJ",0.32,1,3,0,24,0.25,0,"10","Chibuto","Severo"
"SPI DJ",0.46,0,4,0,24,0,NA,"10","Chibuto","Severo"
"SPI JF",0,4,0,23,1,1,0.851851851851852,"10","Chibuto","Severo"
"SPI JF",0.04,4,0,21,3,1,0.84,"10","Chibuto","Severo"
"SPI JF",0.1,4,0,16,8,1,0.8,"10","Chibuto","Severo"
"SPI JF",0.11,4,0,15,9,1,0.789473684210526,"10","Chibuto","Severo"
"SPI JF",0.12,4,0,12,12,1,0.75,"10","Chibuto","Severo"
"SPI JF",0.13,4,0,11,13,1,0.733333333333333,"10","Chibuto","Severo"
"SPI JF",0.14,4,0,10,14,1,0.714285714285714,"10","Chibuto","Severo"
"SPI JF",0.16,3,1,6,18,0.75,0.666666666666667,"10","Chibuto","Severo"
"SPI JF",0.2,2,2,6,18,0.5,0.75,"10","Chibuto","Severo"
"SPI JF",0.23,2,2,5,19,0.5,0.714285714285714,"10","Chibuto","Severo"
"SPI JF",0.25,2,2,4,20,0.5,0.666666666666667,"10","Chibuto","Severo"
"SPI JF",0.26,2,2,3,21,0.5,0.6,"10","Chibuto","Severo"
"SPI JF",0.28,2,2,2,22,0.5,0.5,"10","Chibuto","Severo"
"SPI JF",0.29,1,3,2,22,0.25,0.666666666666667,"10","Chibuto","Severo"
"SPI JF",0.3,1,3,1,23,0.25,0.5,"10","Chibuto","Severo"
"SPI JF",0.34,1,3,0,24,0.25,0,"10","Chibuto","Severo"
"SPI JF",0.46,0,4,0,24,0,NA,"10","Chibuto","Severo"
"SPI FM",0,4,0,23,1,1,0.851851851851852,"10","Chibuto","Severo"
"SPI FM",0.01,2,2,22,2,0.5,0.916666666666667,"10","Chibuto","Severo"
"SPI FM",0.04,2,2,20,4,0.5,0.909090909090909,"10","Chibuto","Severo"
"SPI FM",0.08,2,2,19,5,0.5,0.904761904761905,"10","Chibuto","Severo"
"SPI FM",0.09,2,2,17,7,0.5,0.894736842105263,"10","Chibuto","Severo"
"SPI FM",0.12,2,2,16,8,0.5,0.888888888888889,"10","Chibuto","Severo"
"SPI FM",0.14,2,2,14,10,0.5,0.875,"10","Chibuto","Severo"
"SPI FM",0.15,2,2,13,11,0.5,0.866666666666667,"10","Chibuto","Severo"
"SPI FM",0.17,1,3,9,15,0.25,0.9,"10","Chibuto","Severo"
"SPI FM",0.18,1,3,8,16,0.25,0.888888888888889,"10","Chibuto","Severo"
"SPI FM",0.22,0,4,5,19,0,1,"10","Chibuto","Severo"
"SPI FM",0.23,0,4,4,20,0,1,"10","Chibuto","Severo"
"SPI FM",0.25,0,4,3,21,0,1,"10","Chibuto","Severo"
"SPI FM",0.27,0,4,2,22,0,1,"10","Chibuto","Severo"
"SPI FM",0.32,0,4,1,23,0,1,"10","Chibuto","Severo"
"SPI FM",0.48,0,4,0,24,0,NA,"10","Chibuto","Severo"
"SPI OND",0,5,0,20,3,1,0.8,"10","Chibuto","Severo"
"SPI OND",0.02,5,0,19,4,1,0.791666666666667,"10","Chibuto","Severo"
"SPI OND",0.04,5,0,17,6,1,0.772727272727273,"10","Chibuto","Severo"
"SPI OND",0.07,5,0,16,7,1,0.761904761904762,"10","Chibuto","Severo"
"SPI OND",0.08,3,2,16,7,0.6,0.842105263157895,"10","Chibuto","Severo"
"SPI OND",0.09,3,2,15,8,0.6,0.833333333333333,"10","Chibuto","Severo"
"SPI OND",0.11,3,2,13,10,0.6,0.8125,"10","Chibuto","Severo"
"SPI OND",0.12,3,2,12,11,0.6,0.8,"10","Chibuto","Severo"
"SPI OND",0.13,3,2,11,12,0.6,0.785714285714286,"10","Chibuto","Severo"
"SPI OND",0.14,3,2,10,13,0.6,0.769230769230769,"10","Chibuto","Severo"
"SPI OND",0.15,3,2,9,14,0.6,0.75,"10","Chibuto","Severo"
"SPI OND",0.16,2,3,9,14,0.4,0.818181818181818,"10","Chibuto","Severo"
"SPI OND",0.17,2,3,8,15,0.4,0.8,"10","Chibuto","Severo"
"SPI OND",0.18,2,3,7,16,0.4,0.777777777777778,"10","Chibuto","Severo"
"SPI OND",0.23,1,4,6,17,0.2,0.857142857142857,"10","Chibuto","Severo"
"SPI OND",0.24,1,4,5,18,0.2,0.833333333333333,"10","Chibuto","Severo"
"SPI OND",0.25,1,4,4,19,0.2,0.8,"10","Chibuto","Severo"
"SPI OND",0.29,1,4,3,20,0.2,0.75,"10","Chibuto","Severo"
"SPI OND",0.32,1,4,2,21,0.2,0.666666666666667,"10","Chibuto","Severo"
"SPI OND",0.36,1,4,1,22,0.2,0.5,"10","Chibuto","Severo"
"SPI OND",0.44,0,5,1,22,0,1,"10","Chibuto","Severo"
"SPI OND",0.5,0,5,0,23,0,NA,"10","Chibuto","Severo"
"SPI NDJ",0,2,0,24,2,1,0.923076923076923,"10","Chibuto","Severo"
"SPI NDJ",0.01,2,0,21,5,1,0.91304347826087,"10","Chibuto","Severo"
"SPI NDJ",0.03,2,0,20,6,1,0.909090909090909,"10","Chibuto","Severo"
"SPI NDJ",0.04,2,0,19,7,1,0.904761904761905,"10","Chibuto","Severo"
"SPI NDJ",0.08,1,1,18,8,0.5,0.947368421052632,"10","Chibuto","Severo"
"SPI NDJ",0.09,1,1,16,10,0.5,0.941176470588235,"10","Chibuto","Severo"
"SPI NDJ",0.1,1,1,15,11,0.5,0.9375,"10","Chibuto","Severo"
"SPI NDJ",0.12,1,1,13,13,0.5,0.928571428571429,"10","Chibuto","Severo"
"SPI NDJ",0.13,1,1,12,14,0.5,0.923076923076923,"10","Chibuto","Severo"
"SPI NDJ",0.14,1,1,11,15,0.5,0.916666666666667,"10","Chibuto","Severo"
"SPI NDJ",0.15,1,1,10,16,0.5,0.909090909090909,"10","Chibuto","Severo"
"SPI NDJ",0.16,1,1,9,17,0.5,0.9,"10","Chibuto","Severo"
"SPI NDJ",0.18,1,1,8,18,0.5,0.888888888888889,"10","Chibuto","Severo"
"SPI NDJ",0.21,1,1,7,19,0.5,0.875,"10","Chibuto","Severo"
"SPI NDJ",0.22,1,1,6,20,0.5,0.857142857142857,"10","Chibuto","Severo"
"SPI NDJ",0.23,1,1,4,22,0.5,0.8,"10","Chibuto","Severo"
"SPI NDJ",0.29,1,1,2,24,0.5,0.666666666666667,"10","Chibuto","Severo"
"SPI NDJ",0.32,1,1,1,25,0.5,0.5,"10","Chibuto","Severo"
"SPI NDJ",0.41,1,1,0,26,0.5,0,"10","Chibuto","Severo"
"SPI NDJ",0.5,0,2,0,26,0,NA,"10","Chibuto","Severo"
"SPI DJF",0,3,0,23,2,1,0.884615384615385,"10","Chibuto","Severo"
"SPI DJF",0.04,3,0,22,3,1,0.88,"10","Chibuto","Severo"
"SPI DJF",0.05,2,1,22,3,0.666666666666667,0.916666666666667,"10","Chibuto","Severo"
"SPI DJF",0.06,2,1,20,5,0.666666666666667,0.909090909090909,"10","Chibuto","Severo"
"SPI DJF",0.07,2,1,19,6,0.666666666666667,0.904761904761905,"10","Chibuto","Severo"
"SPI DJF",0.09,2,1,18,7,0.666666666666667,0.9,"10","Chibuto","Severo"
"SPI DJF",0.11,2,1,14,11,0.666666666666667,0.875,"10","Chibuto","Severo"
"SPI DJF",0.12,2,1,13,12,0.666666666666667,0.866666666666667,"10","Chibuto","Severo"
"SPI DJF",0.14,1,2,13,12,0.333333333333333,0.928571428571429,"10","Chibuto","Severo"
"SPI DJF",0.16,1,2,11,14,0.333333333333333,0.916666666666667,"10","Chibuto","Severo"
"SPI DJF",0.2,1,2,8,17,0.333333333333333,0.888888888888889,"10","Chibuto","Severo"
"SPI DJF",0.21,1,2,7,18,0.333333333333333,0.875,"10","Chibuto","Severo"
"SPI DJF",0.22,1,2,5,20,0.333333333333333,0.833333333333333,"10","Chibuto","Severo"
"SPI DJF",0.23,1,2,4,21,0.333333333333333,0.8,"10","Chibuto","Severo"
"SPI DJF",0.24,1,2,3,22,0.333333333333333,0.75,"10","Chibuto","Severo"
"SPI DJF",0.26,1,2,2,23,0.333333333333333,0.666666666666667,"10","Chibuto","Severo"
"SPI DJF",0.29,1,2,1,24,0.333333333333333,0.5,"10","Chibuto","Severo"
"SPI DJF",0.36,1,2,0,25,0.333333333333333,0,"10","Chibuto","Severo"
"SPI DJF",0.53,0,3,0,25,0,NA,"10","Chibuto","Severo"
"SPI JFM",0.01,4,0,23,1,1,0.851851851851852,"10","Chibuto","Severo"
"SPI JFM",0.04,4,0,22,2,1,0.846153846153846,"10","Chibuto","Severo"
"SPI JFM",0.06,4,0,21,3,1,0.84,"10","Chibuto","Severo"
"SPI JFM",0.07,4,0,18,6,1,0.818181818181818,"10","Chibuto","Severo"
"SPI JFM",0.08,4,0,17,7,1,0.80952380952381,"10","Chibuto","Severo"
"SPI JFM",0.09,4,0,16,8,1,0.8,"10","Chibuto","Severo"
"SPI JFM",0.1,4,0,13,11,1,0.764705882352941,"10","Chibuto","Severo"
"SPI JFM",0.11,3,1,13,11,0.75,0.8125,"10","Chibuto","Severo"
"SPI JFM",0.15,3,1,11,13,0.75,0.785714285714286,"10","Chibuto","Severo"
"SPI JFM",0.16,3,1,10,14,0.75,0.769230769230769,"10","Chibuto","Severo"
"SPI JFM",0.17,3,1,8,16,0.75,0.727272727272727,"10","Chibuto","Severo"
"SPI JFM",0.19,3,1,7,17,0.75,0.7,"10","Chibuto","Severo"
"SPI JFM",0.21,2,2,6,18,0.5,0.75,"10","Chibuto","Severo"
"SPI JFM",0.24,2,2,4,20,0.5,0.666666666666667,"10","Chibuto","Severo"
"SPI JFM",0.26,2,2,1,23,0.5,0.333333333333333,"10","Chibuto","Severo"
"SPI JFM",0.3,1,3,1,23,0.25,0.5,"10","Chibuto","Severo"
"SPI JFM",0.32,1,3,0,24,0.25,0,"10","Chibuto","Severo"
"SPI JFM",0.48,0,4,0,24,0,NA,"10","Chibuto","Severo"
"SPI ON",0.04,5,0,22,1,1,0.814814814814815,"10","Chibuto","Moderado"
"SPI ON",0.05,5,0,21,2,1,0.807692307692308,"10","Chibuto","Moderado"
"SPI ON",0.06,5,0,20,3,1,0.8,"10","Chibuto","Moderado"
"SPI ON",0.08,4,1,18,5,0.8,0.818181818181818,"10","Chibuto","Moderado"
"SPI ON",0.09,4,1,17,6,0.8,0.80952380952381,"10","Chibuto","Moderado"
"SPI ON",0.1,3,2,16,7,0.6,0.842105263157895,"10","Chibuto","Moderado"
"SPI ON",0.11,3,2,15,8,0.6,0.833333333333333,"10","Chibuto","Moderado"
"SPI ON",0.12,2,3,13,10,0.4,0.866666666666667,"10","Chibuto","Moderado"
"SPI ON",0.14,2,3,11,12,0.4,0.846153846153846,"10","Chibuto","Moderado"
"SPI ON",0.19,2,3,10,13,0.4,0.833333333333333,"10","Chibuto","Moderado"
"SPI ON",0.2,2,3,8,15,0.4,0.8,"10","Chibuto","Moderado"
"SPI ON",0.22,2,3,7,16,0.4,0.777777777777778,"10","Chibuto","Moderado"
"SPI ON",0.24,2,3,6,17,0.4,0.75,"10","Chibuto","Moderado"
"SPI ON",0.26,1,4,5,18,0.2,0.833333333333333,"10","Chibuto","Moderado"
"SPI ON",0.3,1,4,4,19,0.2,0.8,"10","Chibuto","Moderado"
"SPI ON",0.33,0,5,4,19,0,1,"10","Chibuto","Moderado"
"SPI ON",0.35,0,5,3,20,0,1,"10","Chibuto","Moderado"
"SPI ON",0.36,0,5,2,21,0,1,"10","Chibuto","Moderado"
"SPI ON",0.39,0,5,1,22,0,1,"10","Chibuto","Moderado"
"SPI ON",0.45,0,5,0,23,0,NA,"10","Chibuto","Moderado"
"SPI ND",0,6,0,21,1,1,0.777777777777778,"10","Chibuto","Moderado"
"SPI ND",0.01,6,0,20,2,1,0.769230769230769,"10","Chibuto","Moderado"
"SPI ND",0.02,6,0,19,3,1,0.76,"10","Chibuto","Moderado"
"SPI ND",0.04,6,0,18,4,1,0.75,"10","Chibuto","Moderado"
"SPI ND",0.05,6,0,17,5,1,0.739130434782609,"10","Chibuto","Moderado"
"SPI ND",0.06,5,1,17,5,0.833333333333333,0.772727272727273,"10","Chibuto","Moderado"
"SPI ND",0.08,5,1,15,7,0.833333333333333,0.75,"10","Chibuto","Moderado"
"SPI ND",0.1,4,2,14,8,0.666666666666667,0.777777777777778,"10","Chibuto","Moderado"
"SPI ND",0.11,4,2,13,9,0.666666666666667,0.764705882352941,"10","Chibuto","Moderado"
"SPI ND",0.13,3,3,13,9,0.5,0.8125,"10","Chibuto","Moderado"
"SPI ND",0.19,3,3,11,11,0.5,0.785714285714286,"10","Chibuto","Moderado"
"SPI ND",0.22,3,3,10,12,0.5,0.769230769230769,"10","Chibuto","Moderado"
"SPI ND",0.23,3,3,9,13,0.5,0.75,"10","Chibuto","Moderado"
"SPI ND",0.24,2,4,8,14,0.333333333333333,0.8,"10","Chibuto","Moderado"
"SPI ND",0.26,2,4,6,16,0.333333333333333,0.75,"10","Chibuto","Moderado"
"SPI ND",0.28,2,4,5,17,0.333333333333333,0.714285714285714,"10","Chibuto","Moderado"
"SPI ND",0.3,2,4,4,18,0.333333333333333,0.666666666666667,"10","Chibuto","Moderado"
"SPI ND",0.31,1,5,3,19,0.166666666666667,0.75,"10","Chibuto","Moderado"
"SPI ND",0.38,1,5,2,20,0.166666666666667,0.666666666666667,"10","Chibuto","Moderado"
"SPI ND",0.42,1,5,1,21,0.166666666666667,0.5,"10","Chibuto","Moderado"
"SPI ND",0.44,0,6,1,21,0,1,"10","Chibuto","Moderado"
"SPI ND",0.45,0,6,0,22,0,NA,"10","Chibuto","Moderado"
"SPI DJ",0.02,5,0,21,2,1,0.807692307692308,"10","Chibuto","Moderado"
"SPI DJ",0.06,5,0,20,3,1,0.8,"10","Chibuto","Moderado"
"SPI DJ",0.08,5,0,19,4,1,0.791666666666667,"10","Chibuto","Moderado"
"SPI DJ",0.1,5,0,18,5,1,0.782608695652174,"10","Chibuto","Moderado"
"SPI DJ",0.14,5,0,16,7,1,0.761904761904762,"10","Chibuto","Moderado"
"SPI DJ",0.16,5,0,12,11,1,0.705882352941177,"10","Chibuto","Moderado"
"SPI DJ",0.17,5,0,10,13,1,0.666666666666667,"10","Chibuto","Moderado"
"SPI DJ",0.19,5,0,9,14,1,0.642857142857143,"10","Chibuto","Moderado"
"SPI DJ",0.2,3,2,9,14,0.6,0.75,"10","Chibuto","Moderado"
"SPI DJ",0.26,3,2,4,19,0.6,0.571428571428571,"10","Chibuto","Moderado"
"SPI DJ",0.28,2,3,3,20,0.4,0.6,"10","Chibuto","Moderado"
"SPI DJ",0.3,2,3,2,21,0.4,0.5,"10","Chibuto","Moderado"
"SPI DJ",0.32,2,3,1,22,0.4,0.333333333333333,"10","Chibuto","Moderado"
"SPI DJ",0.36,1,4,1,22,0.2,0.5,"10","Chibuto","Moderado"
"SPI DJ",0.39,1,4,0,23,0.2,0,"10","Chibuto","Moderado"
"SPI DJ",0.54,0,5,0,23,0,NA,"10","Chibuto","Moderado"
"SPI JF",0.03,6,0,21,1,1,0.777777777777778,"10","Chibuto","Moderado"
"SPI JF",0.06,6,0,20,2,1,0.769230769230769,"10","Chibuto","Moderado"
"SPI JF",0.11,5,1,19,3,0.833333333333333,0.791666666666667,"10","Chibuto","Moderado"
"SPI JF",0.12,5,1,16,6,0.833333333333333,0.761904761904762,"10","Chibuto","Moderado"
"SPI JF",0.14,5,1,13,9,0.833333333333333,0.722222222222222,"10","Chibuto","Moderado"
"SPI JF",0.16,5,1,12,10,0.833333333333333,0.705882352941177,"10","Chibuto","Moderado"
"SPI JF",0.18,4,2,11,11,0.666666666666667,0.733333333333333,"10","Chibuto","Moderado"
"SPI JF",0.19,4,2,10,12,0.666666666666667,0.714285714285714,"10","Chibuto","Moderado"
"SPI JF",0.2,4,2,9,13,0.666666666666667,0.692307692307692,"10","Chibuto","Moderado"
"SPI JF",0.21,4,2,7,15,0.666666666666667,0.636363636363636,"10","Chibuto","Moderado"
"SPI JF",0.22,2,4,6,16,0.333333333333333,0.75,"10","Chibuto","Moderado"
"SPI JF",0.28,2,4,5,17,0.333333333333333,0.714285714285714,"10","Chibuto","Moderado"
"SPI JF",0.3,2,4,3,19,0.333333333333333,0.6,"10","Chibuto","Moderado"
"SPI JF",0.34,1,5,2,20,0.166666666666667,0.666666666666667,"10","Chibuto","Moderado"
"SPI JF",0.36,1,5,1,21,0.166666666666667,0.5,"10","Chibuto","Moderado"
"SPI JF",0.38,1,5,0,22,0.166666666666667,0,"10","Chibuto","Moderado"
"SPI JF",0.5,0,6,0,22,0,NA,"10","Chibuto","Moderado"
"SPI FM",0.02,6,0,21,1,1,0.777777777777778,"10","Chibuto","Moderado"
"SPI FM",0.03,6,0,20,2,1,0.769230769230769,"10","Chibuto","Moderado"
"SPI FM",0.04,5,1,20,2,0.833333333333333,0.8,"10","Chibuto","Moderado"
"SPI FM",0.06,5,1,19,3,0.833333333333333,0.791666666666667,"10","Chibuto","Moderado"
"SPI FM",0.08,4,2,19,3,0.666666666666667,0.826086956521739,"10","Chibuto","Moderado"
"SPI FM",0.1,4,2,18,4,0.666666666666667,0.818181818181818,"10","Chibuto","Moderado"
"SPI FM",0.12,4,2,17,5,0.666666666666667,0.80952380952381,"10","Chibuto","Moderado"
"SPI FM",0.13,4,2,15,7,0.666666666666667,0.789473684210526,"10","Chibuto","Moderado"
"SPI FM",0.14,4,2,14,8,0.666666666666667,0.777777777777778,"10","Chibuto","Moderado"
"SPI FM",0.16,4,2,13,9,0.666666666666667,0.764705882352941,"10","Chibuto","Moderado"
"SPI FM",0.2,3,3,11,11,0.5,0.785714285714286,"10","Chibuto","Moderado"
"SPI FM",0.22,2,4,11,11,0.333333333333333,0.846153846153846,"10","Chibuto","Moderado"
"SPI FM",0.23,2,4,10,12,0.333333333333333,0.833333333333333,"10","Chibuto","Moderado"
"SPI FM",0.24,2,4,8,14,0.333333333333333,0.8,"10","Chibuto","Moderado"
"SPI FM",0.25,2,4,7,15,0.333333333333333,0.777777777777778,"10","Chibuto","Moderado"
"SPI FM",0.26,2,4,5,17,0.333333333333333,0.714285714285714,"10","Chibuto","Moderado"
"SPI FM",0.28,1,5,4,18,0.166666666666667,0.8,"10","Chibuto","Moderado"
"SPI FM",0.29,1,5,3,19,0.166666666666667,0.75,"10","Chibuto","Moderado"
"SPI FM",0.34,0,6,1,21,0,1,"10","Chibuto","Moderado"
"SPI FM",0.51,0,6,0,22,0,NA,"10","Chibuto","Moderado"
"SPI OND",0,5,0,22,1,1,0.814814814814815,"10","Chibuto","Moderado"
"SPI OND",0.01,5,0,21,2,1,0.807692307692308,"10","Chibuto","Moderado"
"SPI OND",0.03,5,0,20,3,1,0.8,"10","Chibuto","Moderado"
